tk_p1_bg_c,0,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_c,0,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_c,768,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_c,768,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,32,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,64,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,96,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,128,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,160,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,192,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,224,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,256,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,288,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,320,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,352,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,384,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,416,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,448,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,480,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,512,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,544,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,576,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,608,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,640,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,672,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,704,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,736,0,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,32,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,64,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,96,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,128,576,0,0,32,32,0,1,1,4294967295
tk_p1_bg_h,160,576,0,0,32,32,0,1,1,4294967295
