block,64,512,000320E5,0,1,1,4294967295,0,0
block,96,512,0037494F,0,1,1,4294967295,0,0
block,128,512,003C52C0,0,1,1,4294967295,0,0
block,160,512,0022FC9C,0,1,1,4294967295,0,0
block,192,512,001BC617,0,1,1,4294967295,0,0
block,224,512,0016DAEB,0,1,1,4294967295,0,0
block,256,512,0026D1D5,0,1,1,4294967295,0,0
block,288,512,0012C0AD,0,1,1,4294967295,0,0
block,320,512,002AE417,0,1,1,4294967295,0,0
block,352,512,00008B39,0,1,1,4294967295,0,0
block,384,512,000C3786,0,1,1,4294967295,0,0
block,416,512,0020FC74,0,1,1,4294967295,0,0
block,448,512,00293548,0,1,1,4294967295,0,0
block,480,512,0011C381,0,1,1,4294967295,0,0
block,512,512,0036ACEF,0,1,1,4294967295,0,0
block,544,512,0003A967,0,1,1,4294967295,0,0
block,576,512,002FDDC3,0,1,1,4294967295,0,0
objAd_Sample_Enter,352,256,00049F55,0,1,1,4294967295,0,0
warp,128,416,00287C27,0,1,1,4294967295,0,1
playerStart,224,480,002740BB,0,1,1,4294967295,0,0
