Tile_Kois_Ad_1,0,0,32,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,32,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,64,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,96,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,128,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,160,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,192,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,224,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,256,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,288,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,320,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,352,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,384,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,416,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,448,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,480,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,512,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,544,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,576,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,608,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,640,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,672,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,704,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,736,0,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,32,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,64,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,96,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,128,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,160,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,192,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,224,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,256,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,288,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,320,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,352,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,384,576,0,32,32,32,0,1,1,4294967295
Tile_Kois_Ad_1,416,576,0,32,32,32,0,1,1,4294967295
