block,0,0,003CD6B7,0,1,1,4294967295,0,0
block,0,32,002BE4F2,0,1,1,4294967295,0,0
block,0,64,0010F157,0,1,1,4294967295,0,0
block,0,96,000C0C24,0,1,1,4294967295,0,0
block,0,128,0032D8BA,0,1,1,4294967295,0,0
block,0,160,00197718,0,1,1,4294967295,0,0
block,0,192,003C0B85,0,1,1,4294967295,0,0
block,0,224,0014630B,0,1,1,4294967295,0,0
block,0,256,002726ED,0,1,1,4294967295,0,0
block,0,288,00307D26,0,1,1,4294967295,0,0
block,0,320,000AD763,0,1,1,4294967295,0,0
block,0,352,000ED2D7,0,1,1,4294967295,0,0
block,0,384,001FA60D,0,1,1,4294967295,0,0
block,0,416,00343631,0,1,1,4294967295,0,0
block,0,448,003E96AB,0,1,1,4294967295,0,0
block,0,480,0017DA4F,0,1,1,4294967295,0,0
block,0,512,001DAE96,0,1,1,4294967295,0,0
block,0,544,001CB84D,0,1,1,4294967295,0,0
block,0,576,0016287D,0,1,1,4294967295,0,0
block,32,576,00218673,0,1,1,4294967295,0,0
block,64,576,000D753F,0,1,1,4294967295,0,0
block,96,576,00307401,0,1,1,4294967295,0,0
block,128,576,002C3F33,0,1,1,4294967295,0,0
block,160,576,000696D7,0,1,1,4294967295,0,0
block,192,576,0021BC3F,0,1,1,4294967295,0,0
block,224,576,0037C747,0,1,1,4294967295,0,0
block,256,576,00170CF1,0,1,1,4294967295,0,0
block,288,576,0002A29F,0,1,1,4294967295,0,0
block,320,576,00252B83,0,1,1,4294967295,0,0
block,352,576,00041B41,0,1,1,4294967295,0,0
block,384,576,0026D8B0,0,1,1,4294967295,0,0
block,416,576,002CB2BA,0,1,1,4294967295,0,0
block,448,576,001EF34B,0,1,1,4294967295,0,0
block,480,576,00102DFA,0,1,1,4294967295,0,0
block,512,576,001E840A,0,1,1,4294967295,0,0
block,544,576,0024A4C1,0,1,1,4294967295,0,0
block,576,576,00336421,0,1,1,4294967295,0,0
block,608,576,000E1CCB,0,1,1,4294967295,0,0
block,640,576,001ED49F,0,1,1,4294967295,0,0
block,672,576,0033BBC8,0,1,1,4294967295,0,0
block,704,576,003C05FA,0,1,1,4294967295,0,0
block,736,576,000F657F,0,1,1,4294967295,0,0
block,768,576,003BEE34,0,1,1,4294967295,0,0
block,768,544,00035124,0,1,1,4294967295,0,0
block,768,512,002B3C9F,0,1,1,4294967295,0,0
block,768,480,00235987,0,1,1,4294967295,0,0
block,768,448,00395909,0,1,1,4294967295,0,0
block,768,416,0006DBF8,0,1,1,4294967295,0,0
block,768,384,0024B343,0,1,1,4294967295,0,0
block,768,352,001E433F,0,1,1,4294967295,0,0
block,768,320,000E2680,0,1,1,4294967295,0,0
block,768,288,00101DDA,0,1,1,4294967295,0,0
block,768,256,000F722A,0,1,1,4294967295,0,0
block,768,224,002D7939,0,1,1,4294967295,0,0
block,768,192,0024AC9C,0,1,1,4294967295,0,0
block,768,160,001B7F1E,0,1,1,4294967295,0,0
block,768,128,000C87D1,0,1,1,4294967295,0,0
block,768,96,00118850,0,1,1,4294967295,0,0
block,768,64,00268D37,0,1,1,4294967295,0,0
block,768,32,00391349,0,1,1,4294967295,0,0
block,768,0,000FD898,0,1,1,4294967295,0,0
block,736,0,003DDD79,0,1,1,4294967295,0,0
block,704,0,0004FF66,0,1,1,4294967295,0,0
block,672,0,000C21EC,0,1,1,4294967295,0,0
block,640,0,003CB415,0,1,1,4294967295,0,0
block,608,0,0027C07B,0,1,1,4294967295,0,0
block,576,0,000BBF10,0,1,1,4294967295,0,0
block,544,0,00331B10,0,1,1,4294967295,0,0
block,512,0,000A795D,0,1,1,4294967295,0,0
block,480,0,00233A89,0,1,1,4294967295,0,0
block,448,0,002181E0,0,1,1,4294967295,0,0
block,416,0,001E73FA,0,1,1,4294967295,0,0
block,384,0,000A20E4,0,1,1,4294967295,0,0
block,352,0,0038A2D3,0,1,1,4294967295,0,0
block,320,0,0030C143,0,1,1,4294967295,0,0
block,288,0,001892CF,0,1,1,4294967295,0,0
block,256,0,002820B6,0,1,1,4294967295,0,0
block,224,0,001938B9,0,1,1,4294967295,0,0
block,192,0,003FC437,0,1,1,4294967295,0,0
block,160,0,00384D00,0,1,1,4294967295,0,0
block,128,0,001B3F11,0,1,1,4294967295,0,0
block,96,0,0023F9AE,0,1,1,4294967295,0,0
block,64,0,000EB118,0,1,1,4294967295,0,0
block,32,0,0035318F,0,1,1,4294967295,0,0
objAd_Kois_1,32,32,00174D1E,0,1,1,4294967295,0,0
playerStart,384,544,0037E50E,0,1,1,4294967295,0,0
